generation	fitness	corner	c	a1	a2	b	o	x	wp	we
294	53.5	[50, 50, 50, 47, 193]	[-20, -20, -20, -20, -168]	[0, -3, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 2, 75]	[100, 100, 97, 100, 176]
295	60.0	[50, 50, 50, 100, 193]	[-20, -20, -17, -20, -168]	[0, -3, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -22, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
296	59.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -22, 118]	[8, 5, 5, 2, 75]	[100, 100, 97, 100, 176]
297	55.5	[50, 47, 163, 100, 62]	[-20, -20, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 128]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[103, 100, 100, 100, 173]
298	54.5	[50, 47, 163, 100, 62]	[-20, -20, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -4, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
299	57.0	[50, 47, 163, 100, 62]	[-20, -20, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -4, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
300	60.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, -3, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
301	55.0	[50, 50, 100, 47, 193]	[-20, -20, -20, -20, -168]	[0, -3, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 2, 75]	[100, 100, 97, 100, 176]
302	52.0	[50, 50, 100, 47, 193]	[-20, -20, -20, -20, -168]	[0, -3, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 2, 75]	[100, 100, 97, 100, 176]
303	55.5	[50, 47, 163, 50, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, 28]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
304	53.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -181, -22, 118]	[8, 5, 5, 2, 75]	[100, 100, 97, 100, 176]
305	56.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -218]	[0, -3, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
306	57.0	[47, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -89]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 5, 72]	[100, 100, 97, 100, 176]
307	54.5	[50, 47, 163, 50, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, 28]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
308	55.5	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -181, -22, 118]	[8, 5, 5, 2, 75]	[100, 100, 97, 100, 176]
309	53.5	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -181, -22, 118]	[8, 5, 5, 2, 75]	[100, 100, 97, 100, 176]
310	58.5	[50, 50, 100, 47, 193]	[-20, -20, -20, -20, -168]	[0, -3, 0, -6, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -22]	[-5, -5, -8, -8, -32]	[-179, -126, -128, -22, 118]	[8, 5, 5, 2, 75]	[100, 100, 100, 100, 176]
311	56.0	[50, 47, 163, 100, 62]	[-20, -20, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -51, 128]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[103, 100, 100, 100, 173]
312	56.0	[47, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -89]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 5, 72]	[100, 100, 97, 100, 176]
313	58.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -8, -8, -32]	[-179, -126, -128, -22, 118]	[8, 5, 5, 2, 75]	[100, 100, 97, 100, 176]
314	56.0	[50, 50, 50, 100, 193]	[-20, -20, -17, -23, -168]	[0, -3, 0, 0, -39]	[-1, -51, -1, -1, 131]	[2, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 5, 75]	[100, 100, 100, 100, 173]
315	58.5	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -218]	[0, -3, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
316	57.5	[50, 53, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -8, -8, -32]	[-179, -126, -128, -22, 118]	[8, 5, 5, 5, 75]	[100, 100, 97, 100, 176]
317	54.5	[50, 50, 50, 97, 193]	[-20, -20, -20, -20, -168]	[0, -3, 0, 0, -39]	[-1, -1, -1, -1, 131]	[2, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
318	56.0	[50, 47, 163, 50, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, 28]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
319	55.0	[47, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -89]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 5, 72]	[100, 100, 100, 100, 176]
320	54.0	[47, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -89]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 5, 72]	[100, 100, 100, 100, 176]
321	63.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, -3, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
322	56.0	[47, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -89]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 5, 72]	[100, 100, 100, 100, 176]
323	56.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, -3, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
324	57.5	[50, 47, 163, 50, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, 28]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
325	54.5	[50, 53, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -8, -8, -32]	[-179, -126, -128, -22, 118]	[8, 5, 5, 5, 75]	[100, 100, 97, 100, 176]
326	56.5	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, -3, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
327	58.5	[50, 47, 163, 50, 62]	[-20, -20, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -4, -4, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
328	58.0	[47, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -89]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 5, 72]	[100, 100, 100, 100, 176]
329	61.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, -3, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
330	61.0	[47, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -89]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 5, 72]	[100, 100, 100, 100, 176]
331	54.5	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -165]	[0, 0, 0, -3, -36]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-5, -2, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
332	52.5	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, -3, 0, 0, -39]	[-1, 2, -1, -1, 131]	[2, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 5, 75]	[100, 100, 100, 100, 173]
333	56.5	[50, 53, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -8, -8, -32]	[-179, -126, -128, -22, 118]	[8, 5, 5, 5, 75]	[100, 100, 97, 100, 176]
334	61.5	[50, 47, 163, 50, 62]	[-20, -17, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -4, -4, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
335	63.5	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -165]	[0, 0, 0, -3, -36]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -25]	[-5, -2, -5, -8, -32]	[-179, -126, -131, -25, 115]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
336	58.0	[47, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -89]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 5, 72]	[100, 100, 100, 100, 176]
337	56.0	[47, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -89]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 5, 72]	[100, 100, 100, 100, 176]
338	56.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[3, -3, 0, -3, -89]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
339	56.0	[50, 47, 163, 50, 62]	[-20, -17, -17, -20, -168]	[0, 0, 0, -3, -39]	[-1, 2, -1, -1, 131]	[-1, -4, -4, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
340	60.0	[47, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -89]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 5, 72]	[100, 100, 100, 100, 176]
341	60.5	[47, 50, 50, 50, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -89]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 5, 72]	[100, 100, 100, 100, 176]
342	51.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[3, -3, 0, -3, -89]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 97, 100, 173]
343	61.0	[50, 50, 50, 100, 193]	[-20, -20, -20, -20, -168]	[3, -3, 0, -3, -89]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 97, 100, 173]
344	59.0	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, 28]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
345	59.5	[50, 53, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[8, 5, 5, 5, 72]	[100, 100, 97, 100, 176]
346	56.5	[50, 53, 50, 100, 193]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[8, 5, 5, 5, 72]	[100, 100, 97, 100, 176]
347	53.5	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, 28]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
348	59.0	[50, 47, 163, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
349	62.5	[50, 47, 163, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
350	59.5	[47, 50, 166, 107, 62]	[-20, -20, -20, -20, -165]	[0, -3, 0, 0, -39]	[-1, 2, -1, -1, 131]	[2, -1, -1, -1, -25]	[-5, -2, -5, -8, -32]	[-179, -126, -131, -25, 115]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
351	58.0	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -165]	[0, 0, 0, -3, -36]	[-1, 2, -1, -1, 131]	[-1, -1, -1, -1, -28]	[-5, -2, -5, -8, -32]	[-179, -126, -131, -25, 115]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
352	59.0	[50, 47, 163, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, 5, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
353	58.5	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -165]	[0, 0, 0, -3, -36]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -25]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
354	52.5	[50, 47, 163, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, 5, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
355	56.5	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -165]	[0, 0, 0, -3, -36]	[2, -1, -1, -1, 131]	[-1, -1, -1, -1, -28]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 115]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
356	56.5	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -165]	[0, 0, 0, -3, -36]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -25]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 5, 30]	[100, 97, 100, 100, 173]
357	52.0	[50, 47, 163, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, 5, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
358	56.0	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -165]	[0, 0, 0, -3, -36]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -25]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[8, 5, 5, 5, 30]	[100, 97, 100, 100, 173]
359	55.0	[50, 47, 163, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -25]	[-5, -5, -5, -8, -32]	[-176, -126, -131, -22, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
360	55.5	[50, 47, 163, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, 5, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
361	53.0	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -165]	[0, 0, 0, -3, -36]	[2, -1, -1, -1, 131]	[-1, -1, -1, -1, -28]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 115]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
362	59.0	[50, 47, 163, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, 5, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
363	54.5	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, -3, -36]	[2, -1, -1, -1, 131]	[2, -1, -1, -1, -28]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -25, 115]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
364	54.5	[50, 47, 163, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -25]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
365	68.5	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -36]	[2, -1, -1, -1, 131]	[2, -1, -1, -1, -28]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 115]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
366	55.0	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -165]	[0, 0, 0, -3, -36]	[-1, -1, -1, -4, 131]	[-1, -1, -1, 2, -25]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
367	58.5	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -36]	[2, -1, -1, -1, 131]	[2, -1, -1, -1, -28]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 115]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
368	56.0	[50, 47, 163, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-4, -1, -1, 2, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
369	59.5	[50, 50, 50, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[2, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-8, -5, -5, -11, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 30]	[100, 97, 100, 100, 173]
370	56.0	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -165]	[0, 0, 0, -3, -36]	[-1, -1, -1, -4, 131]	[-1, -1, -1, 2, -25]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
371	62.5	[50, 47, 163, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-4, -1, -1, 2, -25]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
372	57.5	[50, 50, 50, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[2, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-8, -5, -5, -11, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 30]	[100, 97, 100, 100, 173]
373	58.0	[50, 47, 163, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, 5, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
374	54.5	[50, 47, 163, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, 5, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
375	60.5	[50, 47, 163, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, 5, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
376	56.5	[50, 50, 50, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[2, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-8, -5, -5, -11, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 30]	[100, 97, 100, 100, 173]
377	54.0	[50, 47, 163, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-4, -1, -1, 2, -22]	[-5, -5, -5, -8, -32]	[-176, -126, -128, -22, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
378	56.0	[50, 50, 166, 107, 62]	[-20, -20, -20, -20, -165]	[0, 3, 0, -3, -36]	[-1, -1, -1, -1, 131]	[-1, -1, -1, 2, -25]	[-8, -5, -5, -8, -32]	[-179, -126, -131, -25, 118]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
379	57.0	[50, 50, 50, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[2, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-8, -5, -5, -11, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 30]	[100, 97, 100, 100, 173]
380	58.0	[50, 53, 166, 107, 62]	[-20, -20, -20, -20, -165]	[0, 0, 0, -3, -36]	[2, -51, -1, -4, 131]	[-1, -1, -1, -1, -28]	[-5, -2, -5, -8, -32]	[-179, -126, -128, -25, 118]	[5, 5, 5, 5, 33]	[100, 97, 100, 100, 173]
381	54.5	[50, 50, 50, 107, 62]	[-20, -20, -20, -20, -168]	[0, 0, 0, 0, -39]	[2, -1, -1, -1, 131]	[-1, -1, -1, -1, -22]	[-8, -5, -5, -11, -32]	[-179, -126, -131, -72, 118]	[5, 5, 5, 5, 30]	[100, 97, 100, 100, 173]
382	55.5	[50, 47, 163, 107, 62]	[-20, -20, -20, -20, -168]	[3, 0, 0, 0, -39]	[-1, -1, -1, -1, 131]	[-4, -1, -1, 2, -22]	[-5, -5, -5, -8, -32]	[-179, -126, -128, -22, 118]	[5, 5, 5, 5, 33]	[100, 100, 100, 100, 173]
