generation	fitness	corner	c	a1	a2	b1	b2	b3	x	o1	o2	wp	ww	we
243	57.7	[47, 50, 51, 47, 50]	[-15, -17, -20, -21, -20]	[-5, -2, -2, 1, 0]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, -4]	[-2, -2, -1, 1, 0]	[0, -2, 1, 0, 8]	[-25, -28, -29, -31, -24]	[-9, -9, -5, -5, -2]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 9997, 10000]	[94, 98, 100, 91, 102]
244	56.2	[47, 50, 53, 56, 53]	[-27, -25, -19, -21, -17]	[0, -4, -2, 2, 16]	[6, -1, 0, -1, -1]	[-3, -4, -4, -2, 2]	[-3, -3, -1, 0, 0]	[-2, -2, -1, 0, 13]	[-24, -28, -30, -27, -24]	[-5, -7, -4, -4, -7]	[-5, -5, -5, -2, -2]	[4, 3, 5, 7, 8]	[10003, 10000, 9996, 9998, 10000]	[94, 98, 100, 98, 100]
245	56.2	[47, 50, 51, 47, 50]	[-15, -17, -20, -21, -20]	[-5, -2, -2, 1, 3]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, -4]	[-2, -2, -1, 1, 0]	[0, -2, 1, 0, 8]	[-25, -28, -29, -31, -24]	[-9, -9, -5, -5, -2]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 9997, 10000]	[94, 98, 100, 91, 102]
246	63.0	[47, 50, 51, 47, 50]	[-15, -17, -20, -21, -20]	[-5, -2, -2, 1, 3]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, -4]	[-2, -2, -1, 1, 0]	[0, -2, 1, 0, 8]	[-25, -28, -29, -31, -24]	[-9, -9, -5, -5, -2]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 9997, 10000]	[94, 98, 100, 91, 102]
247	57.4	[47, 50, 51, 47, 50]	[-15, -17, -20, -21, -20]	[-5, -2, -2, 1, 3]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, -4]	[-2, -2, -1, 1, 0]	[0, -2, 1, 0, 8]	[-25, -28, -29, -31, -24]	[-9, -9, -5, -5, -2]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 9997, 10000]	[94, 98, 100, 91, 102]
248	58.4	[44, 49, 53, 50, 47]	[-16, -15, -17, -24, -23]	[-9, -3, -1, -2, -3]	[0, -1, 1, 1, -2]	[-2, -3, -1, -2, 5]	[-6, -2, -1, 0, 0]	[0, -2, 1, 0, 4]	[-25, -32, -28, -26, -23]	[-4, -7, -3, -7, -5]	[-8, -6, -5, -4, -3]	[2, 5, 5, 6, 5]	[9993, 10000, 10001, 10000, 10000]	[102, 100, 104, 99, 100]
249	58.0	[47, 50, 48, 47, 50]	[-17, -16, -20, -21, -20]	[-5, -2, -2, 1, 3]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, -3]	[-2, -2, -1, 1, 0]	[0, -3, 1, 0, 8]	[-25, -28, -29, -31, -24]	[-9, -9, -8, -5, -2]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 9997, 10000]	[94, 98, 100, 91, 102]
250	54.0	[47, 53, 50, 55, 50]	[-13, -15, -19, -21, -17]	[-6, -3, -1, -4, 3]	[-1, -1, -3, 1, -3]	[-6, -3, -4, 0, 1]	[1, -2, -1, 0, -3]	[-1, -2, -2, -1, 1]	[-25, -26, -28, -27, -22]	[-15, -6, -2, -6, -2]	[-7, -6, -5, -2, 9]	[8, 2, 5, 7, 5]	[10000, 10003, 9999, 9997, 9998]	[91, 95, 100, 87, 97]
251	56.9	[47, 50, 48, 47, 50]	[-17, -16, -20, -21, -20]	[-5, -2, -2, 1, 3]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, -3]	[-2, -2, -1, 1, 0]	[0, -3, 1, 0, 8]	[-25, -28, -29, -31, -24]	[-9, -9, -8, -5, -2]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 10000, 10000]	[84, 98, 100, 91, 102]
252	58.5	[47, 50, 48, 47, 50]	[-17, -16, -20, -21, -20]	[-5, -2, -2, 1, 3]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, -3]	[-2, -2, -1, 1, 0]	[0, -3, 1, 0, 8]	[-25, -28, -29, -31, -24]	[-9, -9, -8, -5, -2]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 10000, 10000]	[84, 98, 100, 91, 102]
253	57.5	[47, 40, 50, 55, 50]	[-13, -18, -19, -21, -17]	[-3, 0, -1, -1, 0]	[-4, -4, 0, 4, -4]	[-3, -3, -2, 0, 1]	[4, -2, -1, 0, -3]	[-1, -1, 1, -1, 4]	[-22, -28, -27, -28, -22]	[-15, -7, -3, -5, -2]	[-7, -6, -5, -5, -1]	[2, 3, 4, 7, 5]	[10000, 10003, 9996, 9997, 10000]	[91, 98, 100, 84, 101]
254	58.7	[47, 50, 53, 56, 53]	[-27, -25, -19, -21, -17]	[0, -2, -2, 2, 16]	[3, -1, 2, 1, -1]	[-3, -4, -4, -2, 2]	[-3, -3, -1, 0, 0]	[-2, -2, -1, 0, 13]	[-24, -28, -30, -27, -24]	[-5, -7, -4, -4, -7]	[-5, -2, -5, -5, -2]	[4, 3, 5, 7, 8]	[10003, 10000, 9996, 9988, 10000]	[94, 98, 100, 98, 100]
255	57.0	[47, 50, 48, 47, 50]	[-17, -16, -20, -21, -20]	[-5, -2, -2, 1, 3]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, -3]	[-2, -2, -1, 1, 0]	[0, -3, 1, 3, 8]	[-25, -28, -29, -31, -24]	[-9, -9, -8, -5, -2]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 10000, 10000]	[84, 98, 100, 91, 102]
256	57.0	[47, 50, 48, 47, 50]	[-17, -16, -20, -21, -20]	[-5, -2, -2, 1, 3]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, -3]	[-2, -2, -1, 1, 0]	[-3, -3, 1, 3, 8]	[-25, -28, -29, -31, -24]	[-9, -9, -8, -5, -2]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 10000, 10000]	[84, 98, 100, 91, 102]
257	58.5	[47, 60, 50, 48, 50]	[-17, -17, -21, -21, -20]	[-5, -3, -2, 1, 3]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, 0]	[-2, -2, -1, 1, 0]	[0, -2, 1, 0, 8]	[-25, -28, -29, -31, -24]	[-9, -6, -5, -5, -5]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 9997, 10000]	[94, 98, 100, 91, 102]
258	58.7	[47, 60, 50, 48, 50]	[-17, -17, -21, -21, -20]	[-5, -3, -2, 1, 3]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, 0]	[-2, -2, -1, 1, 0]	[0, -2, 1, 0, 8]	[-25, -28, -29, -31, -24]	[-9, -6, -5, -5, -5]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 9997, 10000]	[94, 98, 100, 91, 102]
259	57.6	[47, 50, 53, 56, 53]	[-27, -25, -19, -21, -17]	[0, -2, -2, 2, 16]	[3, -1, 2, 1, -1]	[-3, -4, -4, -2, 2]	[-3, -3, -1, 0, 0]	[-2, -2, -1, 0, 13]	[-24, -28, -30, -27, -24]	[-5, -7, -4, -4, -7]	[-5, -2, -5, -5, -2]	[4, 3, 8, 7, 8]	[10003, 10000, 9996, 9988, 10003]	[94, 98, 100, 98, 100]
260	58.7	[47, 60, 50, 48, 50]	[-17, -17, -21, -21, -20]	[-5, -3, -2, 1, 3]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, 0]	[-2, -2, -1, 1, 0]	[0, -2, 1, 0, 8]	[-25, -28, -29, -31, -24]	[-9, -6, -5, -5, -5]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 9997, 10000]	[94, 98, 100, 91, 102]
261	59.4	[47, 50, 48, 47, 50]	[-17, -16, -20, -21, -23]	[-5, -2, -2, 1, 3]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, -3]	[-2, -2, -1, 1, 0]	[-3, -3, 1, 3, 8]	[-25, -28, -29, -34, -24]	[-9, -9, -8, -5, -2]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 10000, 10000]	[84, 98, 100, 91, 102]
262	57.8	[47, 60, 50, 48, 50]	[-17, -17, -21, -21, -20]	[-5, -3, -2, 1, 3]	[0, -1, 0, 0, -3]	[-2, -6, -3, 0, 0]	[-2, -2, -1, 1, 0]	[0, 0, 1, 0, 8]	[-26, -28, -34, -31, -24]	[-8, -6, -5, -5, -5]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 9997, 10000]	[94, 98, 100, 91, 102]
263	58.2	[47, 53, 51, 50, 50]	[-13, -19, -18, -21, -20]	[-5, -1, 0, 0, 0]	[-2, -4, 0, -1, -2]	[-2, -3, -3, -2, -1]	[-3, -4, -1, 1, 0]	[0, -1, 1, 0, 18]	[-25, -28, -30, -27, -24]	[-2, -9, -5, -7, -7]	[-5, -8, -5, -3, -5]	[3, 5, 4, 7, 5]	[9996, 10001, 9999, 9997, 10000]	[94, 92, 103, 95, 101]
264	58.6	[47, 50, 53, 44, 49]	[-23, -12, -20, -21, -17]	[0, -2, -1, 2, 16]	[3, -1, 1, 5, -3]	[-3, -4, -4, -2, 1]	[-3, -3, -1, 0, 0]	[-2, -2, 0, -1, 12]	[-26, -28, -31, -27, -24]	[-5, -7, -4, -4, -7]	[-5, -2, -5, -5, -2]	[4, 3, 8, 7, 8]	[10003, 10000, 9996, 9988, 10003]	[94, 98, 100, 98, 100]
265	58.2	[47, 50, 48, 47, 50]	[-17, -13, -20, -21, -23]	[-5, -2, -2, 1, 3]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, -3]	[-2, -5, -1, 1, 0]	[-3, -3, 1, 3, 8]	[-25, -28, -29, -34, -24]	[-9, -9, -8, -5, -2]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 10000, 10000]	[84, 98, 100, 91, 102]
266	57.8	[47, 50, 50, 45, 50]	[-13, -15, -20, -21, -17]	[-3, -3, -1, -3, -3]	[-1, -1, 0, 1, -3]	[-9, -4, -6, 0, 1]	[1, -2, 0, 1, -2]	[-1, -3, 3, -2, 4]	[-25, -28, -28, -28, -22]	[-15, -4, -4, -5, -4]	[-7, -3, -3, -3, -7]	[8, 3, 5, 7, 2]	[10000, 10003, 9996, 9994, 10000]	[91, 101, 100, 87, 100]
267	57.6	[47, 60, 50, 48, 50]	[-17, -17, -21, -21, -20]	[-5, -3, -2, 1, 3]	[0, -1, 0, 0, -3]	[-2, -6, -3, 0, 0]	[-2, -2, -1, 1, 0]	[3, 0, 1, 0, 8]	[-26, -28, -34, -31, -24]	[-8, -6, -5, -5, -5]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 9997, 10000]	[102, 98, 101, 95, 102]
268	57.0	[47, 53, 51, 50, 50]	[-13, -19, -19, -21, -20]	[-4, -3, 0, 0, 1]	[3, -4, 0, -1, -2]	[-2, -4, -3, -3, -1]	[-3, -4, -1, 0, 0]	[0, -1, 1, 0, 18]	[-25, -28, -27, -25, -24]	[-2, -9, -5, -10, -9]	[-5, -8, -5, -3, -8]	[3, 5, 4, 7, 5]	[9996, 10001, 9999, 9997, 10003]	[94, 95, 103, 95, 101]
269	59.5	[47, 50, 48, 47, 50]	[-17, -13, -20, -21, -23]	[-5, -2, -2, 1, 3]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, -3]	[-2, -5, -1, 1, 0]	[-3, -3, 1, 3, 8]	[-25, -28, -29, -34, -24]	[-9, -9, -8, -5, -2]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 10000, 10000]	[84, 98, 100, 91, 102]
270	58.3	[47, 50, 48, 47, 50]	[-17, -13, -20, -21, -23]	[-5, -2, -2, 1, 3]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, -3]	[-2, -5, -1, 1, 0]	[-3, -3, 1, 3, 8]	[-25, -28, -29, -34, -24]	[-9, -9, -8, -5, -2]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 10000, 10000]	[84, 98, 100, 91, 102]
271	57.3	[47, 60, 50, 48, 50]	[-17, -17, -21, -21, -20]	[-5, -3, -2, 1, 3]	[0, -1, 0, 0, -3]	[-2, -6, -3, 0, 0]	[-2, -2, -1, 1, 0]	[3, 0, 1, 0, 8]	[-26, -28, -34, -31, -24]	[-8, -6, -5, -5, -5]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 9997, 10000]	[102, 98, 101, 95, 102]
272	58.6	[47, 50, 48, 47, 50]	[-17, -13, -20, -21, -23]	[-5, -2, -2, 1, 3]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, -3]	[-2, -5, -1, 1, 0]	[-3, -3, 1, 3, 8]	[-25, -28, -29, -34, -24]	[-9, -9, -8, -5, -2]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 10000, 10000]	[84, 98, 100, 91, 102]
273	56.8	[47, 50, 48, 47, 50]	[-17, -13, -20, -21, -23]	[-5, -2, -2, 1, 3]	[0, -1, 0, -1, -2]	[-2, -3, -3, 0, -3]	[-2, -5, -1, 1, 0]	[-3, -3, 1, 3, 8]	[-25, -28, -29, -34, -24]	[-9, -9, -8, -5, -2]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 10000, 10000]	[84, 98, 100, 91, 102]
274	57.5	[47, 60, 50, 48, 50]	[-17, -17, -21, -21, -20]	[-2, -3, -2, -2, 3]	[0, -1, 0, 0, -3]	[-2, -6, -3, 0, 0]	[-2, -2, -1, 1, 0]	[3, 0, 1, 0, 8]	[-26, -28, -34, -31, -24]	[-8, -6, -5, -5, -5]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 9997, 10000]	[102, 98, 101, 95, 102]
275	55.5	[47, 49, 50, 47, 50]	[-13, -15, -20, -24, -23]	[-6, -3, 2, 1, 0]	[0, -1, 1, 1, -2]	[1, -3, -3, 2, -1]	[-2, -2, -1, 0, 2]	[2, -1, 1, 1, 1]	[-25, -29, -27, -24, -22]	[-9, -7, -5, -17, -5]	[-8, -7, -5, -4, -3]	[2, 5, 4, 6, 5]	[9995, 10000, 10001, 10000, 10000]	[98, 97, 100, 100, 100]
276	56.7	[47, 50, 51, 44, 50]	[-19, -15, -18, -21, -17]	[-1, -2, -1, 1, 3]	[3, -1, 1, 5, -3]	[-3, -4, -5, 0, 1]	[-3, -3, 0, 0, 0]	[-2, -2, 0, -1, 12]	[-26, -28, -28, -27, -24]	[-5, -7, -4, -4, -7]	[-5, -2, -5, -5, -2]	[4, 3, 5, 7, 8]	[10003, 10000, 9996, 9988, 10003]	[94, 95, 100, 98, 100]
277	57.0	[47, 53, 51, 50, 50]	[-13, -19, -19, -21, -20]	[-4, -3, 0, 0, 1]	[3, -7, 0, -1, -2]	[-2, -4, -3, -3, -1]	[-3, -4, -1, 0, 0]	[0, -1, 1, 0, 18]	[-25, -28, -27, -25, -24]	[-2, -9, -5, -10, -9]	[-5, -8, -5, -3, -8]	[3, 5, 4, 7, 5]	[9996, 10001, 9999, 9997, 10003]	[94, 95, 103, 95, 101]
278	59.0	[47, 60, 50, 48, 50]	[-17, -17, -21, -21, -20]	[-2, -3, -2, -2, 3]	[0, -1, 0, 0, -3]	[-2, -6, -3, 0, 0]	[-2, -2, -1, 1, 0]	[3, 0, 1, 0, 8]	[-26, -28, -34, -31, -24]	[-8, -6, -5, -5, -5]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 9997, 10000]	[102, 98, 101, 95, 102]
279	57.4	[47, 60, 53, 47, 52]	[-24, -13, -19, -21, -20]	[-6, -3, -3, 1, -2]	[6, -1, 1, 1, -4]	[-8, -4, -3, 0, 1]	[-2, -3, -1, 1, -1]	[0, -2, 1, -1, 4]	[-30, -28, -29, -24, -24]	[-11, -5, -8, -6, -4]	[-5, -4, -5, -5, -1]	[3, 3, 5, 10, 10]	[10000, 10001, 10000, 9999, 9999]	[94, 99, 100, 85, 103]
280	56.9	[47, 50, 48, 47, 50]	[-17, -13, -20, -21, -23]	[-5, -2, -2, 1, 3]	[0, 2, 0, -1, -2]	[-2, -3, -3, 0, -3]	[-2, -5, -1, 1, 0]	[-3, -3, 1, 3, 8]	[-25, -28, -29, -34, -24]	[-9, -9, -8, -5, -2]	[-5, -5, -5, -2, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 10000, 10000]	[84, 98, 100, 91, 102]
281	55.4	[50, 50, 53, 59, 53]	[-26, -24, -19, -21, -17]	[0, -2, -4, 2, -1]	[1, -1, 1, 2, -1]	[-7, -1, -3, -2, 5]	[-6, -3, -1, 0, -1]	[-2, -2, -1, 0, 4]	[-27, -28, -30, -25, -24]	[-7, -5, -7, -6, -7]	[-5, -4, -8, -7, -2]	[4, 3, 6, 9, 8]	[10003, 10000, 9996, 9996, 10003]	[91, 98, 100, 96, 101]
282	58.6	[47, 60, 50, 48, 50]	[-17, -17, -21, -21, -20]	[-2, -3, -2, -2, 3]	[0, -1, 0, -3, -3]	[-2, -6, -3, 0, 0]	[-2, -2, -1, 1, 0]	[3, 0, 1, 0, 8]	[-26, -28, -34, -31, -24]	[-8, -6, -5, -5, -5]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 9997, 10000]	[102, 98, 101, 95, 102]
283	57.0	[47, 53, 52, 50, 52]	[-13, -19, -19, -21, -20]	[-4, -3, 0, 0, 2]	[3, -3, 1, -1, -2]	[-2, -4, -4, -3, -1]	[-3, -4, -1, 0, 0]	[0, -2, 1, 0, 18]	[-24, -28, -27, -25, -24]	[-5, -7, -6, -10, -9]	[-5, -8, -5, -3, -8]	[3, 5, 4, 7, 5]	[9996, 10001, 9999, 9997, 10003]	[94, 95, 103, 95, 101]
284	54.9	[47, 53, 52, 50, 52]	[-13, -19, -19, -21, -20]	[-4, -3, 0, 0, 2]	[3, -3, 1, -1, -2]	[-2, -4, -4, -3, -1]	[-3, -4, -1, 0, 0]	[0, -2, 1, 0, 18]	[-24, -28, -27, -25, -24]	[-5, -7, -6, -10, -9]	[-5, -8, -5, 0, -8]	[3, 5, 4, 7, 5]	[9996, 10001, 9999, 9997, 10003]	[94, 95, 103, 95, 101]
285	56.9	[47, 60, 53, 47, 52]	[-23, -13, -19, -21, -20]	[-6, -3, -3, 1, -2]	[6, -1, 1, 1, -4]	[-8, -4, -3, 0, 1]	[-2, -3, -1, 1, -1]	[0, -2, 0, -1, 6]	[-25, -28, -29, -24, -24]	[-11, -5, -8, -6, -3]	[-4, -4, -5, -5, -1]	[3, 3, 5, 9, 7]	[9996, 10003, 9998, 9999, 9999]	[100, 101, 100, 93, 103]
286	56.7	[47, 50, 50, 48, 49]	[-13, -9, -21, -20, -23]	[-3, -6, -1, 3, 0]	[0, -1, 4, 4, -1]	[-5, -3, -3, 0, 3]	[-2, -2, -1, 1, 0]	[2, 0, 1, -1, 8]	[-25, -28, -23, -18, -22]	[-10, -8, -5, -5, 0]	[-5, -5, -4, -5, 1]	[1, 3, 5, 9, 8]	[9990, 10000, 10001, 10000, 10000]	[104, 99, 103, 97, 100]
287	57.0	[47, 57, 53, 47, 52]	[-19, -14, -20, -21, -20]	[-1, -2, -1, -1, 4]	[5, -1, 0, 3, -4]	[-5, -3, -3, 0, 0]	[-4, -3, -1, 0, 0]	[3, -6, 1, -1, 11]	[-27, -27, -30, -30, -23]	[-6, -6, -4, -6, -5]	[-5, -5, -2, -5, -2]	[5, 6, 5, 10, 7]	[10000, 9998, 10000, 10000, 9999]	[94, 98, 100, 84, 106]
288	55.6	[50, 50, 51, 44, 50]	[-19, -15, -20, -21, -17]	[-1, -2, -1, 2, 1]	[3, -1, 1, 5, -3]	[-3, -4, -5, 0, 1]	[-3, -3, 0, 0, 0]	[-1, -2, -1, -1, 11]	[-26, -28, -28, -24, -24]	[-5, -6, -8, -5, -7]	[-5, -4, -5, -5, -2]	[4, 4, 5, 7, 8]	[10002, 10001, 9997, 9994, 10001]	[94, 95, 100, 98, 100]
289	57.0	[47, 49, 50, 50, 47]	[-13, -5, -20, -20, -23]	[-3, -6, -1, 4, 0]	[0, -1, 4, 4, -4]	[-2, -3, -3, -4, 3]	[-2, -2, 0, 1, -1]	[2, -1, 1, -3, 1]	[-25, -28, -26, -18, -22]	[-10, -11, -5, -8, -3]	[-5, -5, -4, -5, 4]	[2, 3, 5, 8, 6]	[9993, 10004, 10001, 10000, 10000]	[104, 99, 100, 97, 100]
290	56.9	[47, 53, 51, 50, 50]	[-13, -19, -19, -21, -20]	[-4, -3, 0, 1, 1]	[1, -1, 1, 4, -1]	[-2, -4, -3, -3, -1]	[-3, -4, -1, 0, 0]	[0, -2, 1, 0, 7]	[-25, -28, -28, -26, -24]	[-3, -8, -5, -10, -9]	[-5, -8, -5, -3, -8]	[3, 5, 4, 7, 5]	[9996, 10001, 9999, 9997, 10003]	[94, 95, 103, 95, 101]
291	55.8	[47, 60, 50, 48, 50]	[-17, -17, -21, -24, -20]	[-2, 0, -2, -5, 3]	[0, -1, 0, -3, -3]	[-2, -6, -3, 0, 0]	[-2, -2, -1, 1, 0]	[3, 0, 1, 0, 8]	[-26, -28, -34, -31, -24]	[-8, -6, -5, -2, -5]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 9997, 10000]	[102, 98, 101, 95, 102]
292	59.1	[47, 60, 50, 48, 50]	[-17, -17, -21, -24, -20]	[-2, 0, -2, -5, 3]	[0, -1, 0, -3, -3]	[-2, -6, -3, 0, 0]	[-2, -2, -1, 1, 0]	[3, 0, 1, 0, 8]	[-26, -28, -34, -31, -24]	[-8, -6, -5, -2, -5]	[-5, -5, -5, -5, -7]	[3, 3, 4, 7, 5]	[10002, 10001, 10003, 9997, 10000]	[102, 98, 101, 95, 102]
293	57.7	[47, 53, 51, 50, 50]	[-13, -19, -19, -21, -20]	[-4, -3, 0, 1, 1]	[1, -1, 1, 4, -1]	[-2, -4, -3, -3, -1]	[-3, -4, -1, 0, 0]	[0, -2, 1, 0, 7]	[-25, -28, -28, -26, -24]	[-3, -5, -5, -10, -9]	[-5, -8, -5, -3, -8]	[3, 5, 4, 7, 5]	[9996, 10001, 9999, 9997, 10003]	[94, 95, 103, 95, 101]
294	58.0	[47, 49, 50, 47, 50]	[-13, -15, -20, -24, -23]	[-8, -1, 2, 1, 0]	[3, -1, 0, 1, -2]	[1, -3, -3, 2, -1]	[-5, -4, -1, 0, -1]	[-3, -1, 1, 1, 7]	[-25, -28, -27, -24, -22]	[-9, -7, -5, -9, -5]	[-8, -4, -5, -4, -3]	[1, 4, 4, 6, 2]	[9996, 10000, 10000, 9998, 10000]	[98, 97, 100, 100, 100]
295	56.2	[47, 57, 56, 47, 52]	[-19, -14, -20, -21, -20]	[-1, -2, -1, -1, 4]	[5, -1, 0, 3, -4]	[-5, -3, -3, 0, 0]	[-4, -3, -1, 0, 0]	[3, -6, 1, -1, 14]	[-27, -27, -30, -30, -23]	[-6, -6, -4, -6, -5]	[-5, -5, -2, -5, -2]	[5, 6, 5, 13, 7]	[10000, 9998, 10000, 10000, 9999]	[94, 98, 100, 84, 106]
296	56.6	[47, 49, 50, 47, 47]	[-13, -5, -20, -20, -23]	[-3, -3, -1, 0, 0]	[0, -1, 3, 4, -4]	[-2, -3, -3, -4, 3]	[-2, -2, 0, 1, -1]	[2, -1, 1, -3, 1]	[-25, -28, -26, -18, -22]	[-10, -11, -5, -8, -3]	[-5, -5, -4, -5, 4]	[2, 3, 5, 8, 6]	[9993, 10004, 10001, 10000, 10000]	[104, 99, 100, 97, 100]
297	56.9	[47, 53, 51, 44, 50]	[-19, -15, -20, -21, -17]	[-1, -2, -1, 2, 1]	[1, -1, 1, 5, -3]	[-3, -4, -2, 0, 1]	[-3, -3, -1, 0, 0]	[-2, -2, 0, -1, 9]	[-26, -28, -27, -27, -24]	[-5, -7, -4, -5, -7]	[-5, -2, -5, -5, -2]	[4, 3, 5, 7, 8]	[10002, 10003, 9996, 9988, 10003]	[94, 95, 100, 98, 100]
298	57.8	[47, 50, 48, 44, 50]	[-19, -15, -18, -21, -17]	[-1, -2, -1, 1, 3]	[3, -1, 1, 5, -3]	[-3, -4, -3, 0, 1]	[-3, -3, 0, 0, 0]	[-2, -2, 0, -1, 12]	[-26, -28, -28, -27, -24]	[-5, -7, -4, -4, -7]	[-5, -2, -5, -5, -2]	[4, 3, 5, 7, 11]	[10006, 10000, 9996, 9991, 10003]	[94, 95, 100, 98, 100]
299	57.8	[50, 50, 51, 44, 50]	[-19, -15, -20, -21, -17]	[-1, -2, 2, 5, 1]	[3, -1, 1, 5, -3]	[-2, -4, -4, 0, 1]	[-3, -3, 0, 0, 0]	[-1, -2, 1, -1, 11]	[-26, -28, -31, -24, -24]	[-5, -6, -8, -5, -7]	[-5, -5, -5, -5, -7]	[3, 4, 5, 7, 8]	[9999, 10001, 9999, 9994, 10001]	[94, 95, 100, 98, 102]
300	55.6	[50, 50, 51, 44, 50]	[-19, -15, -20, -21, -17]	[-1, -2, -1, 2, 1]	[3, -1, 1, 5, -3]	[-3, -4, -5, 0, 1]	[-3, -3, 0, 0, 0]	[-1, -2, -1, -1, 11]	[-26, -28, -38, -24, -24]	[-7, -6, -8, -3, -6]	[-5, -5, -5, -5, -6]	[3, 4, 4, 7, 8]	[10002, 10001, 9997, 9994, 10001]	[94, 95, 100, 98, 100]
301	57.5	[50, 50, 51, 44, 50]	[-19, -15, -20, -21, -17]	[-1, -2, -1, 2, 1]	[3, -1, 1, 5, -3]	[-3, -4, -5, 0, 1]	[-3, -3, 0, 0, 0]	[-1, -2, -1, -1, 11]	[-26, -28, -38, -24, -21]	[-7, -6, -8, -3, -6]	[-5, -5, -5, -5, -6]	[3, 4, 4, 7, 8]	[10002, 10001, 9997, 9994, 10001]	[94, 95, 100, 98, 100]
302	57.8	[47, 53, 51, 54, 50]	[-19, -15, -20, -21, -17]	[-1, -2, -1, 2, 1]	[1, -1, 1, 5, -3]	[-3, -4, -2, 0, 1]	[-3, -3, -1, 0, 0]	[-2, -2, 0, -1, 9]	[-26, -28, -27, -27, -24]	[-5, -7, -4, -5, -7]	[-5, -2, -5, -5, -2]	[4, 3, 5, 7, 8]	[10002, 10003, 9996, 9988, 10003]	[94, 95, 100, 98, 100]
303	56.2	[47, 53, 51, 54, 50]	[-19, -15, -20, -21, -17]	[-1, -2, -1, 2, 1]	[1, -1, 1, 5, -3]	[-3, -4, -2, 0, 1]	[-3, -3, -1, 0, 0]	[-2, -2, 0, -1, 9]	[-26, -28, -27, -27, -24]	[-5, -7, -4, -5, -7]	[-5, -2, -5, -5, -2]	[4, 3, 5, 7, 8]	[10002, 10003, 9996, 9988, 10003]	[94, 95, 100, 98, 100]
