generation	fitness	corner	c	a1	a2	b1	b2	b3	x	o1	o2	wp	ww	we
0	53.1	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
1	53.2	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
2	54.0	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, -3]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
3	54.1	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 5, 8, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
4	55.0	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
5	53.3	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
6	53.3	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -4, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -28, -22]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -2]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[103, 100, 100, 100, 100]
7	53.2	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, -3]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 2, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
8	54.8	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10003, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
9	54.8	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10003, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
10	53.1	[50, 50, 50, 47, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -4, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -8]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
11	53.4	[50, 50, 50, 47, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -4, -1, -1]	[-1, -4, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -8]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
12	53.5	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 9998, 10000, 10000]	[100, 100, 100, 100, 100]
13	52.6	[50, 50, 50, 50, 50]	[-17, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-4, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
14	54.8	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -27, -22]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
15	52.4	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, 0, -1, -4]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 4]	[10000, 10000, 10000, 9997, 10000]	[103, 100, 100, 100, 100]
16	54.6	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[2, 5, 5, 8, 2]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
17	52.9	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 3]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -27, -22]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
18	53.5	[50, 50, 50, 50, 50]	[-20, -20, -23, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, 2]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[103, 100, 100, 103, 100]
19	54.6	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -4, -4, -1, -1]	[-1, -1, -1, -1, -1]	[2, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 8, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
20	53.2	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 3]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -8, -5, -5, -5]	[2, 5, 5, 8, 2]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
21	53.6	[50, 47, 50, 50, 50]	[-17, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-4, -1, -1, -1, -4]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
22	53.6	[50, 47, 50, 50, 50]	[-17, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-4, -1, -1, -1, -4]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -5, -5, -2]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
23	52.3	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 3]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -27, -22]	[-5, -5, -5, -5, -2]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
24	52.8	[50, 50, 47, 47, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -4, -1, -1]	[-1, -4, -1, -1, -1]	[-1, 2, -1, -1, -1]	[-28, -25, -25, -25, -25]	[-5, -5, -5, -5, -8]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 2]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
25	54.2	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -3]	[-25, -22, -25, -26, -22]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
26	53.3	[50, 47, 50, 50, 50]	[-17, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-4, -1, -1, -1, -4]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-2, -5, -5, -5, -2]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
27	54.3	[50, 47, 50, 50, 50]	[-17, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-4, -1, -1, -1, -4]	[-1, -1, -1, -1, -1]	[-25, -25, -22, -28, -25]	[-5, -5, -5, -5, -2]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
28	53.0	[50, 47, 50, 50, 50]	[-17, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-4, -1, -1, -1, -4]	[-1, -1, -1, -1, -1]	[-25, -25, -22, -28, -25]	[-5, -5, -5, -5, -2]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[103, 100, 100, 100, 100]
29	54.0	[50, 50, 47, 47, 50]	[-17, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -4, -1, -1]	[-1, -4, -1, -1, -1]	[-1, 2, -1, -1, -1]	[-28, -25, -25, -25, -25]	[-5, -5, -5, -5, -8]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 2]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
30	52.2	[50, 50, 47, 47, 50]	[-17, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -4, -1, -1]	[-1, -4, -1, -1, -1]	[-1, 2, -1, -1, -1]	[-28, -25, -25, -25, -25]	[-5, -5, -5, -5, -8]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 2]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
31	53.4	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[3, 0, 0, 0, 3]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -25, -27, -22]	[-5, -5, -5, -5, -2]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
32	53.7	[50, 50, 47, 47, 50]	[-17, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -4, -1, -1]	[-1, -4, -1, -1, -1]	[-1, 2, -1, -1, -1]	[-28, -25, -25, -25, -25]	[-5, -5, -5, -2, -8]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 2]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
33	52.4	[50, 50, 47, 47, 50]	[-17, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -4, -1, -1]	[-1, -4, -1, -1, -1]	[-1, 2, -1, -1, -1]	[-28, -25, -25, -25, -25]	[-5, -5, -5, -2, -8]	[-5, -5, -5, -5, -5]	[5, 5, 5, 5, 2]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
34	52.8	[50, 50, 50, 50, 50]	[-20, -20, -20, -23, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, 2, -1]	[-1, -1, -1, -1, 1]	[-25, -22, -25, -26, -22]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -5]	[5, 5, 5, 8, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
35	53.7	[50, 50, 50, 50, 50]	[-20, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -4, -1, -1]	[-1, -3, -2, 1, -2]	[-1, -1, -1, -1, -1]	[2, -1, -1, -1, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -2, -5, -5]	[-5, -5, -5, -5, -2]	[5, 5, 8, 5, 5]	[10000, 10000, 10000, 10003, 10000]	[100, 102, 100, 100, 97]
36	53.2	[50, 50, 47, 47, 50]	[-17, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -4, -1, -1]	[-1, -4, -1, -1, -1]	[2, 2, -1, -1, -1]	[-28, -25, -25, -25, -25]	[-5, -5, -5, -2, -8]	[-5, -5, -5, -5, -5]	[5, 5, 8, 5, 2]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
37	52.4	[50, 50, 47, 47, 50]	[-17, -20, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -4, -1, -1]	[-1, -4, -1, -1, -1]	[2, 2, -1, -1, -1]	[-28, -25, -25, -25, -25]	[-5, -5, -5, -2, -8]	[-5, -5, -5, -5, -5]	[5, 5, 8, 5, 2]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
38	51.4	[47, 50, 50, 50, 50]	[-20, -20, -20, -23, -20]	[0, 0, 2, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -22, -25, -23, -22]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -8]	[5, 5, 5, 5, 5]	[10003, 10000, 10000, 10000, 10000]	[100, 100, 97, 100, 100]
39	53.1	[50, 50, 50, 50, 50]	[-20, -14, -20, -20, -20]	[0, 0, 0, 0, 0]	[-1, -3, -1, -1, -1]	[-1, -1, -4, -1, -1]	[-4, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-25, -25, -24, -25, -25]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -7, -5]	[5, 3, 5, 4, 5]	[10003, 10000, 10000, 10003, 10000]	[100, 100, 100, 100, 100]
40	51.2	[50, 50, 50, 53, 50]	[-23, -20, -20, -20, -20]	[0, -3, 0, 0, 0]	[-1, 2, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -2, -1, -1, 2]	[-25, -28, -25, -25, -25]	[-5, -5, -5, -5, -5]	[-2, -5, -5, -5, -5]	[5, 5, 8, 5, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 103]
41	52.8	[50, 50, 50, 50, 50]	[-20, -16, -17, -20, -20]	[0, 0, 0, 0, 0]	[-4, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -4, -1]	[-25, -25, -25, -25, -25]	[-5, -5, -3, -8, -5]	[-5, -5, -5, -6, -5]	[5, 3, 5, 4, 5]	[10003, 9997, 9997, 10003, 10000]	[100, 100, 100, 100, 100]
42	52.1	[50, 49, 50, 50, 50]	[-20, -20, -20, -21, -20]	[0, 0, 1, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, 2, -1]	[2, 2, 2, 2, 1]	[-25, -23, -25, -26, -22]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -4]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 9997]	[100, 100, 100, 100, 103]
43	55.3	[50, 49, 50, 50, 50]	[-20, -20, -20, -21, -20]	[0, 0, 1, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, 2, -1]	[2, 2, 2, 2, 1]	[-25, -23, -25, -26, -22]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -4]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 9997]	[100, 100, 100, 100, 103]
44	53.1	[50, 49, 50, 50, 50]	[-20, -20, -20, -21, -20]	[0, 0, 1, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, 2, -1]	[2, 2, 2, 2, 1]	[-25, -23, -25, -26, -22]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -4]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 9997]	[100, 100, 100, 100, 103]
45	53.3	[50, 53, 47, 47, 50]	[-17, -20, -17, -20, -20]	[0, 0, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -4, -1, -1]	[-1, -1, -1, -1, -1]	[2, 2, -1, -1, -1]	[-28, -25, -25, -25, -25]	[-5, -5, -8, -2, -8]	[-5, -5, -5, -5, -5]	[5, 5, 8, 5, 2]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
46	53.5	[50, 50, 50, 50, 50]	[-23, -20, -20, -20, -20]	[0, -1, 0, 0, 0]	[-1, 0, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, 1, -1]	[-1, -2, -1, -1, 1]	[-25, -23, -25, -26, -22]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -8, -5]	[5, 3, 5, 8, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
47	54.7	[50, 50, 50, 50, 50]	[-23, -20, -20, -20, -20]	[0, -1, 0, 0, 0]	[-1, 0, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, 1, -1]	[-1, -2, -1, -1, 1]	[-25, -23, -25, -26, -22]	[-8, -5, -5, -5, -5]	[-5, -5, -5, -8, -5]	[5, 3, 5, 8, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
48	56.0	[50, 50, 50, 47, 50]	[-20, -20, -17, -20, -20]	[0, -3, 0, 0, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -4, -4, -1]	[-4, -2, -1, -1, -1]	[-4, 2, -1, -1, -1]	[-25, -25, -28, -25, -25]	[-5, -5, -5, -5, -11]	[-5, -5, -5, -6, -5]	[5, 5, 5, 5, 8]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
49	51.5	[50, 50, 50, 50, 50]	[-20, -15, -20, -20, -20]	[-2, 0, 3, 1, 0]	[-1, -1, -1, -1, -1]	[-1, -1, -3, -1, -1]	[-1, -1, -1, 1, -1]	[0, -1, 0, -1, -1]	[-25, -25, -25, -25, -25]	[-3, -7, -5, -5, -5]	[-5, -5, -5, -5, -4]	[6, 4, 5, 5, 5]	[10003, 10002, 10000, 10000, 10000]	[100, 100, 100, 103, 100]
50	53.0	[50, 50, 50, 50, 50]	[-20, -17, -20, -17, -17]	[0, 0, 0, 0, 3]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, 2, -1]	[1, -1, -1, -1, -1]	[-25, -25, -27, -26, -25]	[-5, -5, -5, -5, -2]	[-5, -5, -5, -6, 5]	[5, 4, 5, 5, 5]	[10003, 10000, 10000, 10000, 10000]	[100, 100, 100, 106, 100]
51	54.8	[50, 49, 50, 50, 50]	[-20, -20, -20, -21, -20]	[0, 0, 1, 0, 10]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, 2, -1]	[2, 2, 2, 2, 1]	[-25, -23, -28, -26, -22]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -4]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 9997]	[100, 100, 100, 100, 103]
52	52.2	[50, 50, 50, 50, 50]	[-23, -20, -20, -20, -20]	[0, -1, 0, 0, 0]	[-1, 0, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, 1, -1]	[-1, -2, -1, -1, 11]	[-25, -23, -25, -26, -22]	[-8, -5, -5, -5, -5]	[-5, -5, -5, -7, -5]	[5, 3, 5, 6, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
53	53.1	[50, 50, 50, 50, 50]	[-23, -20, -20, -20, -20]	[0, -1, 0, 0, 0]	[-1, 0, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, 1, -1]	[-1, -2, -1, -1, 11]	[-25, -23, -25, -26, -22]	[-8, -5, -5, -5, -5]	[-5, -5, -5, -7, -5]	[5, 3, 5, 6, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
54	54.0	[50, 49, 50, 50, 50]	[-20, -17, -20, -21, -20]	[0, 0, 1, 0, 10]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, 2, -1]	[2, 2, 2, 2, 1]	[-25, -23, -28, -26, -22]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -4]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 9997]	[100, 100, 100, 100, 103]
55	51.2	[50, 49, 50, 50, 50]	[-20, -17, -20, -21, -20]	[0, 0, 1, 0, 10]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, 2, -1]	[2, 2, 2, 2, 1]	[-25, -23, -28, -26, -22]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -4]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 9997]	[100, 100, 100, 100, 103]
56	54.8	[50, 50, 50, 50, 50]	[-23, -20, -20, -20, -20]	[0, -1, 0, 0, 0]	[-1, 0, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, 1, -1]	[-1, -2, -1, -1, 11]	[-25, -23, -25, -26, -22]	[-8, -5, -5, -5, -5]	[-5, -5, -5, -7, -5]	[5, 3, 5, 6, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
57	53.4	[50, 50, 50, 50, 50]	[-23, -20, -20, -20, -20]	[0, -1, 0, 0, 0]	[-1, 0, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, 1, -1]	[-1, -2, -1, -1, 11]	[-25, -23, -25, -26, -22]	[-8, -5, -5, -5, -5]	[-5, -5, -5, -7, -5]	[5, 3, 5, 6, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
58	52.6	[47, 50, 50, 50, 47]	[-10, -17, -20, -20, -20]	[-3, 0, -2, 3, 0]	[-1, -1, -1, 0, -1]	[2, -1, -4, -4, -1]	[-2, -1, -1, -1, -1]	[2, -1, -1, -1, 2]	[-25, -28, -25, -27, -24]	[-5, -7, -4, -5, -5]	[-5, -5, -5, -5, -2]	[5, 5, 4, 6, 5]	[10003, 10000, 9998, 10000, 10000]	[100, 100, 100, 100, 100]
59	52.4	[50, 50, 50, 50, 50]	[-23, -20, -20, -20, -20]	[0, -1, 0, 0, 0]	[-1, 0, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, 1, -1]	[-1, -2, -1, -1, 11]	[-25, -23, -25, -26, -22]	[-8, -5, -5, -5, -5]	[-5, -5, -5, -7, -5]	[5, 3, 5, 6, 5]	[10000, 10000, 10000, 10000, 10000]	[100, 100, 100, 100, 100]
60	50.4	[50, 49, 50, 50, 50]	[-20, -20, -20, -21, -20]	[0, 0, 1, 0, 10]	[-1, -1, -1, -1, -1]	[-1, -1, -1, -1, -1]	[-1, -1, -1, 2, -1]	[2, 2, 2, 2, 1]	[-25, -23, -28, -26, -22]	[-5, -5, -5, -5, -5]	[-5, -5, -5, -5, -4]	[5, 5, 5, 5, 5]	[10000, 10000, 10000, 10000, 9997]	[100, 100, 103, 100, 103]
